id_transaccion,fecha_compra,id_cliente,categoria_producto,precio_cop,metodo_pago,canal,dispositivo,ciudad_envio,tiempo_entrega_dias,calificacion_cliente_1a5,producto_devuelto
TXN-0000213,2024-08-26,23876,Electrónica,345190,Tarjeta crédito,Sitio web,Desktop,Cali,5,5,No
TXN-0001543,2024-02-28,-1,Electrónica,962457,PSE,App móvil,Android,Ibagué,1,5,No
TXN-0000165,2024-12-28,43278,Moda,143316,PSE,App móvil,Android,Cúcuta,7,5,No
TXN-0007643,2024-10-24,35771,Juguetes,54155,Billetera digital,Sitio web,Android,Bogotá,3,5,No
TXN-IMPUTADO-0002,2024-04-28,56531,Electrónica,356500,Tarjeta débito,App móvil,Android,Bogotá,6,5,No
TXN-0007991,2024-06-12,21311,Electrónica,493025,Tarjeta crédito,Sitio web,iOS,Medellín,5,5,No
TXN-0000764,2024-12-18,19979,Juguetes,94841,Tarjeta crédito,App móvil,Android,Ibagué,7,5,Sí
TXN-0007432,2022-12-29,37951,Moda,98985,Tarjeta débito,App móvil,iOS,Barranquilla,1,5,No
TXN-0004802,,29338,Belleza,77338,Tarjeta crédito,Sitio web,iOS,Bogotá,3,5,No
TXN-0006999,2024-12-08,44022,Hogar,173501,Tarjeta crédito,App móvil,Android,Cali,5,5,No
TXN-0001202,2022-04-24,31245,Tecnología,743723,Tarjeta débito,Sitio web,Android,Bucaramanga,4,5,No
TXN-0004162,2022-06-05,39143,Juguetes,103871,Billetera digital,Sitio web,Android,Bogotá,4,5,Sí
TXN-0006577,2022-06-17,18045,Belleza,93182,Tarjeta crédito,App móvil,Android,Cúcuta,3,5,No
TXN-0004632,2024-01-06,17532,Electrónica,539156,Contraentrega,App móvil,Android,Cali,1,5,Sí
TXN-0003282,2023-09-13,25657,Moda,95844,Tarjeta débito,Sitio web,Desktop,Cali,2,5,No
TXN-0004967,2024-08-16,23108,Alimentos,63961,PSE,Sitio web,Android,Bogotá,7,5,No
TXN-0003189,2024-07-26,58815,Belleza,40383,Tarjeta crédito,Sitio web,Desktop,Ibagué,3,5,No
TXN-0007958,2023-09-16,21351,Belleza,156459,Tarjeta crédito,App móvil,Android,Cali,3,5,No
TXN-0000968,2024-07-14,40989,Electrónica,509151,PSE,App móvil,Android,Bogotá,4,5,No
TXN-IMPUTADO-0003,2024-03-20,29154,Electrónica,487239,Tarjeta crédito,App móvil,Desktop,Bogotá,1,5,No
TXN-0003428,2024-12-13,55567,Juguetes,73189,PSE,Sitio web,Desktop,Manizales,5,5,No
TXN-0005921,2024-03-08,54414,Hogar,213324,PSE,Sitio web,Desktop,Cali,1,5,No
TXN-0000472,2023-09-02,37355,Electrónica,540695,PSE,App móvil,Desktop,Cali,5,5,No
TXN-0007299,2023-01-13,17924,Juguetes,135340,Tarjeta crédito,App móvil,Android,Bogotá,5,5,No
TXN-0000164,2024-03-02,10913,Tecnología,1001620,Tarjeta débito,Sitio web,Android,Cartagena,3,5,No
TXN-0002430,2024-04-02,18713,Libros,76047,Tarjeta crédito,Sitio web,Android,Barranquilla,1,5,No
TXN-0002914,2022-12-18,15348,Electrónica,418258,PSE,Sitio web,Android,Medellín,3,5,No
TXN-0001411,2022-04-18,11126,Tecnología,755569,Billetera digital,App móvil,Desktop,Manizales,2,5,No
TXN-0007258,2023-05-03,29199,Tecnología,843985,Tarjeta débito,Sitio web,iOS,Medellín,3,5,No
TXN-0003737,2022-06-22,12818,Alimentos,54530,PSE,App móvil,Desktop,Bogotá,3,5,No
TXN-0001292,2023-02-03,21801,Hogar,86812,Tarjeta débito,App móvil,Android,Medellín,6,5,No
TXN-0001062,2022-12-03,33095,Deportes,98679,Tarjeta débito,App móvil,iOS,Bogotá,4,5,No
TXN-0007651,2022-07-30,25987,Hogar,114570,PSE,Sitio web,Android,Medellín,7,5,No
TXN-0005932,2024-10-15,40374,Moda,97979,Billetera digital,App móvil,iOS,Barranquilla,3,5,No
TXN-0006126,2023-04-22,53955,Hogar,125491,Tarjeta crédito,Sitio web,Android,Bucaramanga,2,5,No
TXN-0007716,2024-10-26,25670,Electrónica,604546,Contraentrega,App móvil,Android,Bogotá,5,5,No
TXN-0005455,,22104,Electrónica,399586,Contraentrega,Sitio web,Android,Cali,3,5,No
TXN-0002957,2024-01-11,58346,Electrónica,734072,Tarjeta crédito,App móvil,Android,Medellín,6,5,No
TXN-IMPUTADO-0004,2023-12-08,10654,Electrónica,855674,Tarjeta débito,Sitio web,Desconocido,Cali,3,5,No
TXN-0007009,2023-09-02,59590,Moda,112445,Tarjeta crédito,App móvil,Android,Cali,1,5,No
TXN-0000959,2022-04-21,13164,Electrónica,208248,Tarjeta crédito,App móvil,Android,Medellín,6,5,No
TXN-0007346,2024-05-29,38801,Deportes,115173,Tarjeta crédito,App móvil,Desktop,Cali,3,5,No
TXN-0004207,2022-06-07,55400,Mascotas,89450,Tarjeta crédito,App móvil,Android,Bogotá,6,5,No
TXN-0002634,2024-04-27,31136,Moda,101958,Tarjeta débito,Sitio web,iOS,Cúcuta,1,5,No
TXN-0001728,,35170,Belleza,101174,Tarjeta crédito,App móvil,Desktop,Bogotá,4,5,No
TXN-0004357,2023-07-13,56215,Hogar,110438,Tarjeta débito,App móvil,Desktop,Medellín,7,5,No
TXN-0002333,2022-06-23,23205,Tecnología,1049222,Contraentrega,App móvil,Android,Cartagena,2,5,No
TXN-0001174,2024-11-26,48925,Alimentos,37202,Tarjeta débito,Sitio web,Desktop,Cali,6,5,No
TXN-0002822,2022-02-12,35671,Libros,36039,Billetera digital,App móvil,Desktop,Manizales,7,5,No
TXN-0003154,2022-11-29,48759,Electrónica,567570,Tarjeta débito,Sitio web,Android,Cali,5,5,No
TXN-0006307,2024-08-18,45558,Moda,83376,Contraentrega,Sitio web,Desktop,Barranquilla,7,5,No
TXN-0002659,2023-11-13,41889,Hogar,290758,Tarjeta débito,App móvil,Android,Barranquilla,8,3,No
TXN-0004664,2022-12-29,52710,Mascotas,62738,Tarjeta crédito,App móvil,iOS,Pereira,7,5,No
TXN-0006481,2024-08-22,12761,Alimentos,44710,Tarjeta débito,Sitio web,Android,Medellín,5,5,No
TXN-0005374,2022-09-01,19509,Electrónica,367933,Contraentrega,App móvil,iOS,Cúcuta,2,5,No
TXN-0002851,2023-02-09,17926,Alimentos,46380,Tarjeta débito,Sitio web,Desktop,Bogotá,6,5,No
TXN-0000851,2024-04-24,49288,Alimentos,20014,Tarjeta crédito,App móvil,Android,Cartagena,7,5,No
TXN-0003785,2022-05-24,19702,Hogar,322012,Tarjeta débito,App móvil,Android,Cúcuta,5,5,No
TXN-0007135,2023-07-29,15072,Alimentos,70211,Contraentrega,App móvil,Desktop,Pereira,5,5,No
TXN-0007428,2024-01-21,52008,Libros,43294,Tarjeta crédito,App móvil,Android,Bogotá,3,5,No
TXN-0000522,2022-07-11,31444,Hogar,146051,Tarjeta crédito,Sitio web,iOS,Bogotá,2,5,No
TXN-0000331,2023-06-17,57908,Tecnología,400818,Billetera digital,App móvil,iOS,Bogotá,4,5,No
TXN-0007237,2024-10-19,42350,Belleza,77385,Tarjeta crédito,App móvil,iOS,Cúcuta,4,5,No
TXN-0006959,2024-02-24,54462,Electrónica,613196,Tarjeta crédito,Sitio web,Desktop,Bogotá,4,5,No
TXN-0003770,2022-05-22,41936,Electrónica,614726,Billetera digital,App móvil,Android,Ibagué,6,5,No
TXN-0005705,2024-09-06,25888,Moda,158757,Tarjeta débito,App móvil,Android,Manizales,6,5,No
TXN-0002423,2023-12-10,14875,Juguetes,84242,Tarjeta débito,App móvil,Desktop,Bogotá,1,5,No
TXN-0003064,2022-03-15,36667,Alimentos,46013,Tarjeta crédito,Sitio web,iOS,Bogotá,1,5,No
TXN-0003351,2022-09-25,25650,Electrónica,914173,PSE,Sitio web,Android,Bogotá,5,5,No
TXN-0000435,2023-03-08,25380,Tecnología,1152048,Contraentrega,App móvil,Android,Bogotá,4,5,No
TXN-0007524,2022-10-27,31010,Electrónica,567089,Tarjeta débito,App móvil,Desconocido,Bucaramanga,7,5,No
TXN-0001681,2024-02-20,20626,Tecnología,1226406,Tarjeta débito,Sitio web,iOS,Barranquilla,2,5,No
TXN-IMPUTADO-0005,2023-12-21,37542,Moda,98186,PSE,Sitio web,Desktop,Medellín,2,5,No
TXN-0003704,2024-11-13,46654,Belleza,68517,Tarjeta crédito,Sitio web,Android,Bogotá,5,5,No
TXN-IMPUTADO-0006,2023-06-29,46714,Alimentos,55571,Contraentrega,Sitio web,Android,Medellín,5,5,No
TXN-IMPUTADO-0007,2024-03-28,47098,Mascotas,109763,Tarjeta crédito,Sitio web,Desktop,Bogotá,4,5,No
TXN-0003105,2023-08-24,38256,Belleza,32430,Tarjeta crédito,App móvil,Desktop,Bogotá,3,5,No
TXN-0002196,2023-09-01,14316,Tecnología,545328,PSE,Sitio web,Desktop,Cartagena,3,5,No
TXN-0005538,2022-07-20,58722,Moda,80189,Tarjeta crédito,App móvil,Android,Bogotá,8,5,No
TXN-0002011,2024-11-12,36547,Hogar,234172,Tarjeta débito,App móvil,Android,Cúcuta,3,5,No
TXN-0006584,2024-07-19,11013,Tecnología,625875,Tarjeta crédito,Sitio web,Desktop,Bucaramanga,4,5,No
TXN-0001905,2022-01-20,43853,Libros,69204,Tarjeta débito,App móvil,Android,Barranquilla,6,5,No
TXN-0005400,2024-06-25,55000,Belleza,97111,PSE,App móvil,Android,Bogotá,2,5,No
TXN-0004154,2024-01-23,37548,Belleza,62191,Tarjeta débito,App móvil,Android,Medellín,1,5,No
TXN-0000407,2024-02-18,42380,Juguetes,111288,Tarjeta débito,Sitio web,Android,Bucaramanga,6,5,No
TXN-0005086,2022-01-24,39898,Belleza,89387,Tarjeta crédito,Sitio web,iOS,Bucaramanga,6,5,No
TXN-0007862,2022-11-19,54251,Alimentos,52770,Tarjeta crédito,App móvil,Android,Manizales,4,5,No
TXN-0004876,2023-12-13,36756,Juguetes,168433,PSE,App móvil,Android,Pereira,1,5,No
TXN-0007501,2023-08-23,13219,Alimentos,65440,Tarjeta crédito,App móvil,iOS,Ibagué,1,5,No
TXN-0007611,2024-03-01,28686,Moda,150518,Tarjeta crédito,Sitio web,Android,Medellín,7,5,No
TXN-0005213,2022-05-09,49176,Hogar,280915,PSE,App móvil,Desktop,Cali,3,5,No
TXN-0000763,2024-09-04,54906,Moda,81843,Tarjeta crédito,App móvil,iOS,Medellín,6,5,No
TXN-0000426,2022-02-19,59263,Electrónica,289018,Billetera digital,App móvil,iOS,Cali,5,5,No
TXN-0003810,2022-07-03,24778,Moda,128752,PSE,Sitio web,iOS,Pereira,4,5,No
TXN-0005133,2022-07-09,39569,Moda,93788,Billetera digital,App móvil,Desktop,Barranquilla,6,5,No
TXN-0000591,2024-07-29,24268,Tecnología,1084568,Tarjeta crédito,Sitio web,iOS,Bogotá,6,5,No
TXN-0006399,2024-07-01,26810,Alimentos,70930,Tarjeta crédito,App móvil,Android,Cúcuta,7,5,No
TXN-0006666,2022-01-25,40333,Hogar,234781,Billetera digital,App móvil,Android,Medellín,7,5,No
TXN-0000896,2023-03-15,18459,Mascotas,42839,Contraentrega,Sitio web,iOS,Bogotá,2,5,Sí
TXN-0004746,2023-07-12,11166,Tecnología,212611,Tarjeta débito,App móvil,Android,Cali,6,5,No
TXN-0001430,2023-01-18,47524,Hogar,204548,Tarjeta crédito,App móvil,Desktop,Barranquilla,3,5,No
TXN-0003035,2024-07-20,37095,Belleza,103987,Tarjeta débito,Sitio web,Android,Pereira,5,5,No
TXN-0001892,2023-06-09,22064,Moda,136121,Billetera digital,Sitio web,Desktop,Manizales,7,5,No
TXN-0007590,2024-10-30,13292,Moda,159075,Contraentrega,App móvil,Android,Bogotá,5,5,No
TXN-0005230,2023-05-13,50105,Moda,194416,Tarjeta débito,Sitio web,Desktop,Barranquilla,7,5,No
TXN-0003994,2024-08-07,10206,Alimentos,63275,Tarjeta crédito,Sitio web,Android,Bucaramanga,3,5,No
TXN-0005635,2023-04-22,34289,Electrónica,397603,Tarjeta crédito,App móvil,iOS,Ibagué,4,5,No
TXN-0003203,2022-01-13,52872,Hogar,306832,Tarjeta crédito,Sitio web,Android,Pereira,4,5,No
TXN-0000501,2024-09-03,38280,Belleza,36850,Contraentrega,App móvil,Android,Bogotá,5,5,No
TXN-0001584,2023-05-02,53723,Electrónica,203385,Contraentrega,Sitio web,iOS,Medellín,4,5,No
TXN-0007322,2023-04-15,44352,Moda,162503,Billetera digital,App móvil,Desktop,Pereira,1,5,No
TXN-0004128,2022-07-15,26242,Libros,80665,Tarjeta débito,App móvil,Android,Bogotá,1,5,No
TXN-0007331,2023-03-01,31099,Libros,46161,Tarjeta débito,App móvil,Android,Cúcuta,5,5,No
TXN-0007982,2024-02-01,21285,Moda,39981,Contraentrega,Sitio web,Android,Cali,4,5,No
TXN-0005172,2024-06-11,57027,Moda,70365,Tarjeta débito,App móvil,iOS,Cali,4,5,No
TXN-0004011,2022-06-29,25403,Juguetes,103478,Billetera digital,Sitio web,iOS,Pereira,8,5,No
TXN-0005910,2022-02-15,58334,Electrónica,1099089,Contraentrega,App móvil,Desconocido,Cúcuta,4,5,No
TXN-0000452,2022-06-02,48171,Belleza,101055,Billetera digital,App móvil,iOS,Bogotá,6,5,No
TXN-0005268,2022-09-12,26982,Moda,101775,Tarjeta crédito,Sitio web,Android,Bogotá,6,5,No
TXN-0007510,,11584,Electrónica,786992,PSE,Sitio web,Android,Bogotá,3,5,No
TXN-0004959,2024-08-07,20349,Mascotas,39264,Billetera digital,App móvil,Android,Cartagena,5,5,No
TXN-0000021,,26096,Libros,65667,Billetera digital,App móvil,Android,Bogotá,3,5,No
TXN-0004273,2022-12-04,27774,Belleza,78735,Tarjeta crédito,App móvil,Desktop,Cartagena,6,5,No
TXN-0007332,2023-12-10,26981,Electrónica,756616,Tarjeta crédito,App móvil,Desconocido,Medellín,5,5,Sí
TXN-0007742,2023-02-16,10975,Juguetes,105290,PSE,Sitio web,Desktop,Bucaramanga,2,5,No
TXN-0002520,2024-09-22,13901,Hogar,185574,Tarjeta crédito,Sitio web,iOS,Medellín,2,5,No
TXN-0003591,2022-11-26,37119,Electrónica,822205,PSE,App móvil,Android,Bogotá,6,5,No
TXN-0003302,2023-06-25,24477,Libros,48343,PSE,Sitio web,Android,Medellín,9,3,No
TXN-0006905,2022-07-30,55100,Belleza,48683,Tarjeta débito,App móvil,Desktop,Bogotá,4,5,No
TXN-0003445,2024-07-07,43973,Electrónica,382520,Tarjeta débito,Sitio web,Android,Cali,4,5,No
TXN-0003489,2023-06-28,55393,Deportes,166288,Tarjeta crédito,App móvil,iOS,Barranquilla,4,5,No
TXN-0007022,2023-02-17,51654,Moda,111398,Contraentrega,App móvil,Android,Barranquilla,5,5,No
TXN-0006234,2024-02-26,12633,Hogar,169672,PSE,App móvil,Desktop,Medellín,4,5,No
TXN-0006798,2023-07-28,19976,Moda,124425,Tarjeta crédito,Sitio web,iOS,Medellín,2,5,No
TXN-0003313,2023-05-02,12091,Hogar,319527,Tarjeta crédito,Sitio web,Desktop,Barranquilla,1,5,Sí
TXN-0004410,2024-01-04,56219,Moda,144675,Billetera digital,App móvil,Android,Medellín,6,5,No
TXN-0003916,2024-06-19,32340,Hogar,208573,PSE,App móvil,Desktop,Bogotá,4,5,No
TXN-0001747,2024-09-04,47948,Electrónica,869113,Contraentrega,App móvil,Android,Bogotá,3,5,No
TXN-0002675,2024-09-16,33862,Moda,159916,PSE,Sitio web,iOS,Cali,5,5,No
TXN-0003991,2024-03-26,32419,Deportes,122494,PSE,Sitio web,Android,Barranquilla,5,5,No
TXN-0006106,2023-09-29,43723,Juguetes,78783,Tarjeta crédito,App móvil,Android,Pereira,6,5,No
TXN-0004473,2023-02-20,27830,Hogar,167074,Contraentrega,App móvil,Android,Bogotá,1,5,No
TXN-0002379,2023-10-25,41266,Alimentos,53629,Tarjeta crédito,Sitio web,Desktop,Medellín,5,5,No
TXN-0007201,2023-07-06,25056,Belleza,91918,Tarjeta crédito,Sitio web,Android,Medellín,3,5,No
TXN-0004152,2024-08-21,35357,Hogar,123292,PSE,App móvil,Android,Cartagena,3,5,No
TXN-IMPUTADO-0008,2024-09-04,11076,Hogar,308323,Billetera digital,Sitio web,iOS,Cúcuta,5,5,No
TXN-0002089,2023-07-06,36649,Moda,272775,Contraentrega,Sitio web,Android,Cartagena,7,5,No
TXN-0001882,2024-11-15,37871,Mascotas,93962,Tarjeta débito,Sitio web,Desktop,Bogotá,3,5,No
TXN-0005475,2024-04-19,59061,Deportes,192871,PSE,App móvil,Android,Bogotá,5,5,No
TXN-0003699,2023-04-25,48471,Deportes,164250,PSE,App móvil,Desktop,Barranquilla,5,5,No
TXN-IMPUTADO-0009,2022-01-31,22521,Alimentos,69644,Contraentrega,App móvil,Android,Ibagué,2,5,No
TXN-0003090,2024-04-30,49534,Electrónica,870635,Tarjeta crédito,App móvil,Android,Cali,6,5,No
TXN-0001242,2023-11-27,37417,Deportes,172695,Tarjeta débito,App móvil,Android,Medellín,2,5,No
TXN-0006152,2023-07-23,55908,Hogar,170927,Tarjeta crédito,Sitio web,Android,Medellín,2,5,No
TXN-0004644,2022-03-25,21309,Deportes,55130,Tarjeta crédito,Sitio web,Android,Bogotá,5,5,No
TXN-0006202,2022-04-08,41019,Hogar,203408,Tarjeta crédito,App móvil,Android,Bogotá,3,5,No
TXN-0006436,2023-05-08,31669,Moda,101397,Contraentrega,App móvil,Android,Bogotá,4,5,No
TXN-0002151,2022-03-16,44817,Tecnología,560745,Tarjeta débito,App móvil,Android,Cali,7,5,No
TXN-0001722,2022-10-18,41872,Hogar,122007,PSE,App móvil,iOS,Pereira,3,5,No
TXN-0003707,2024-08-24,40695,Tecnología,513900,Billetera digital,App móvil,iOS,Bogotá,3,5,No
TXN-IMPUTADO-0010,2023-11-14,-1,Belleza,136482,Tarjeta débito,App móvil,Android,Bogotá,3,5,No
TXN-0000732,2024-04-15,38560,Tecnología,935272,Contraentrega,App móvil,Android,Medellín,3,5,No
TXN-0000493,2024-08-01,55152,Hogar,206135,Tarjeta crédito,App móvil,Desktop,Barranquilla,6,5,No
TXN-0001377,2023-12-20,-1,Libros,49865,Contraentrega,Sitio web,Android,Medellín,3,5,No
TXN-0003776,2023-11-27,44447,Moda,105320,Contraentrega,App móvil,iOS,Barranquilla,1,5,No
TXN-0003067,2023-07-24,58342,Moda,87032,Tarjeta débito,App móvil,Android,Barranquilla,6,5,No
TXN-0005017,2022-04-20,44070,Mascotas,25927,Contraentrega,App móvil,iOS,Bogotá,5,5,No
TXN-0004633,2024-10-01,19432,Hogar,233465,Tarjeta crédito,App móvil,Desconocido,Bogotá,5,5,No
TXN-0003835,2024-12-03,27806,Deportes,154956,Tarjeta débito,App móvil,Android,Cúcuta,1,5,No
TXN-0001478,2024-12-14,20454,Moda,152262,Tarjeta crédito,Sitio web,Android,Bogotá,1,5,No
TXN-0002588,2022-08-13,47662,Belleza,61925,Tarjeta crédito,App móvil,Android,Cartagena,8,4,No
TXN-0007183,2024-05-21,20576,Alimentos,40327,Tarjeta crédito,Sitio web,iOS,Bogotá,2,5,No
TXN-0000176,2024-01-16,46736,Alimentos,27393,Contraentrega,App móvil,Android,Barranquilla,5,5,No
TXN-0004475,2024-03-31,47671,Hogar,156459,Tarjeta crédito,App móvil,Android,Cali,4,5,No
TXN-0007585,2023-09-08,23209,Belleza,84673,Tarjeta débito,Sitio web,Android,Bucaramanga,5,5,No
TXN-0006508,2023-07-01,30443,Hogar,287844,Contraentrega,App móvil,iOS,Bogotá,5,5,No
TXN-0006970,2022-01-26,46920,Moda,191017,Tarjeta crédito,App móvil,Android,Bogotá,3,5,No
TXN-0003678,2023-07-04,56493,Moda,132596,Tarjeta débito,App móvil,Desktop,Bucaramanga,4,5,No
TXN-0000794,2022-01-26,19395,Electrónica,5000,PSE,Sitio web,Android,Bogotá,2,5,No
TXN-0003454,,21429,Belleza,51386,Billetera digital,Sitio web,iOS,Barranquilla,8,4,No
TXN-0000611,2022-11-13,41027,Alimentos,24231,PSE,App móvil,Desktop,Medellín,5,5,No
TXN-0002805,2024-07-14,50916,Moda,123187,Tarjeta crédito,App móvil,Desktop,Bogotá,3,5,No
TXN-0005772,2022-12-13,19989,Alimentos,43894,PSE,App móvil,Android,Cartagena,5,5,No
TXN-0005852,2024-03-29,32545,Juguetes,84757,Tarjeta crédito,App móvil,Android,Bogotá,1,5,No
TXN-0007704,2023-06-06,-1,Electrónica,578828,Tarjeta débito,App móvil,iOS,Bucaramanga,5,5,No
TXN-0006108,2022-07-08,38329,Hogar,28314,Tarjeta crédito,Sitio web,Desktop,Bogotá,11,5,No
TXN-0004326,2023-08-25,44738,Alimentos,49283,Tarjeta crédito,App móvil,iOS,Medellín,1,5,No
TXN-0007850,2023-06-26,48285,Deportes,94952,Tarjeta crédito,Sitio web,Android,Pereira,1,5,No
TXN-0006661,2024-04-11,39543,Juguetes,108990,Tarjeta crédito,Sitio web,Android,Pereira,5,5,No
TXN-0004237,2023-09-25,38725,Moda,200695,Tarjeta crédito,Sitio web,Android,Cali,2,5,No
TXN-0001874,2024-04-09,26440,Deportes,230498,Contraentrega,Sitio web,Android,Pereira,4,5,No
TXN-0001257,2024-08-05,42594,Electrónica,558669,PSE,App móvil,Desconocido,Bogotá,2,5,No
TXN-0003624,2022-10-08,39866,Libros,37793,Tarjeta débito,App móvil,Desktop,Cali,4,5,No
TXN-IMPUTADO-0011,2023-10-03,53461,Tecnología,1301085,Tarjeta débito,App móvil,Android,Cali,4,5,No
TXN-0005229,2022-12-29,29525,Alimentos,60661,Tarjeta débito,App móvil,Android,Pereira,8,3,No
TXN-0004719,2023-12-10,30858,Juguetes,62270,PSE,App móvil,Desktop,Medellín,5,5,No
TXN-0000184,2023-09-27,23630,Deportes,166223,Tarjeta débito,App móvil,Android,Barranquilla,4,5,No
TXN-0007362,2022-08-13,20762,Juguetes,105010,Contraentrega,App móvil,Android,Bogotá,2,5,No
TXN-0005004,2023-09-15,44960,Electrónica,629948,Contraentrega,App móvil,Desktop,Manizales,3,5,No
TXN-0006982,2024-06-05,58977,Libros,40379,Tarjeta débito,Sitio web,Android,Cartagena,5,5,No
TXN-0004687,2022-01-23,52088,Moda,120463,Tarjeta débito,Sitio web,Android,Pereira,4,5,No
TXN-0002841,2023-10-20,59764,Electrónica,921020,Tarjeta crédito,App móvil,Android,Bogotá,6,5,No
TXN-0002866,2022-05-10,-1,Moda,71800,Billetera digital,App móvil,iOS,Barranquilla,4,5,No
TXN-0007566,2023-12-29,46812,Tecnología,569523,Contraentrega,Sitio web,Desktop,Medellín,3,5,No
TXN-0001705,2022-09-30,43595,Electrónica,555691,Tarjeta crédito,Sitio web,Desktop,Cúcuta,1,5,No
TXN-0006806,2023-01-08,10423,Hogar,165521,Tarjeta crédito,App móvil,Android,Bogotá,3,5,No
TXN-0002338,2024-05-19,12806,Juguetes,70018,Tarjeta débito,App móvil,Desktop,Barranquilla,6,5,No
TXN-0007725,2022-01-12,56867,Deportes,266855,Tarjeta débito,App móvil,Android,Medellín,7,5,No
TXN-0005738,,22287,Deportes,180366,Tarjeta crédito,Sitio web,Desktop,Bogotá,2,5,No
TXN-0006738,2024-04-10,27586,Moda,84618,Contraentrega,App móvil,Desktop,Manizales,7,5,No
TXN-0001712,2023-05-30,59537,Electrónica,688802,Tarjeta crédito,Sitio web,Desktop,Manizales,6,5,No
TXN-0004741,2024-09-01,24927,Alimentos,41072,Tarjeta débito,App móvil,Android,Bogotá,5,5,No
TXN-0001549,2024-09-26,58741,Alimentos,61735,Tarjeta débito,Sitio web,Android,Bucaramanga,1,5,No
TXN-0007280,2022-04-21,49124,Electrónica,528576,PSE,App móvil,Android,Bogotá,5,5,No
TXN-0007379,2024-01-16,19074,Tecnología,472613,Tarjeta crédito,App móvil,Desktop,Barranquilla,1,5,No
TXN-0007670,2023-01-03,39451,Juguetes,129188,PSE,Sitio web,iOS,Pereira,5,5,No
