id_transaccion,fecha_compra,id_cliente,precio_cop,tiempo_entrega_dias,calificacion_cliente_1a5,categoria_producto_Alimentos,categoria_producto_Belleza,categoria_producto_Deportes,categoria_producto_Electrónica,categoria_producto_Hogar,categoria_producto_Juguetes,categoria_producto_Libros,categoria_producto_Mascotas,categoria_producto_Moda,categoria_producto_Tecnología,metodo_pago_Billetera digital,metodo_pago_Contraentrega,metodo_pago_PSE,metodo_pago_Tarjeta crédito,metodo_pago_Tarjeta débito,canal_App móvil,canal_Sitio web,dispositivo_Android,dispositivo_Desconocido,dispositivo_Desktop,dispositivo_iOS,ciudad_envio_Barranquilla,ciudad_envio_Bogotá,ciudad_envio_Bucaramanga,ciudad_envio_Cali,ciudad_envio_Cartagena,ciudad_envio_Cúcuta,ciudad_envio_Ibagué,ciudad_envio_Manizales,ciudad_envio_Medellín,ciudad_envio_Pereira,producto_devuelto_No,producto_devuelto_Sí
TXN-0002626,2022-04-26,39355,-0.42264701621648326,-0.6524891325741543,0.18199773080827858,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
TXN-0006757,2024-07-14,25510,-0.6313042651738391,-1.1717047170477337,0.18199773080827858,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
TXN-0000095,2022-04-05,35663,-0.37943937314651144,-1.690920301521313,0.18199773080827858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
TXN-0003202,2023-10-18,22224,-0.06536394399190204,0.9051576208465836,0.18199773080827858,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
TXN-0006929,2022-11-16,39785,-0.4691119260086542,-0.6524891325741543,0.18199773080827858,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
TXN-0001093,2024-06-07,20968,0.03971548046624278,0.9051576208465836,0.18199773080827858,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0003533,2023-11-03,23406,-0.6518283027904159,-0.6524891325741543,0.18199773080827858,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0007405,2024-03-11,53989,-0.7726598691171159,-0.13327354810057504,0.18199773080827858,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
TXN-0007394,2022-12-09,37474,1.9486920165453365,-0.6524891325741543,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
TXN-0001988,2023-05-25,12694,-0.675951620135023,0.9051576208465836,0.18199773080827858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TXN-0002718,2023-04-28,35151,-0.58895979778525,1.9435887897937423,-6.610887270828489,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0003978,2022-11-19,17965,-0.6778278057670096,0.9051576208465836,0.18199773080827858,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TXN-0001454,2024-02-20,11867,-0.12229770902922112,0.3859420363730043,0.18199773080827858,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0006702,2023-07-19,14949,-0.38814930436167194,0.3859420363730043,0.18199773080827858,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
TXN-0005844,2023-02-13,21174,-0.42032458504355524,-0.13327354810057504,0.18199773080827858,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TXN-0002489,2023-11-26,33472,-0.1904169279905721,-0.13327354810057504,0.18199773080827858,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TXN-0000323,2022-07-16,44653,-0.10253261455891663,0.9051576208465836,0.18199773080827858,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
TXN-0001072,2024-01-20,17674,-0.5463514917921628,-0.6524891325741543,0.18199773080827858,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0007633,2023-05-28,34440,-0.5297264024420584,-0.13327354810057504,0.18199773080827858,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
TXN-0004694,2022-05-16,35534,-0.2078270186207266,-1.690920301521313,0.18199773080827858,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TXN-0005390,2024-03-27,44038,-0.3435736092683765,0.9051576208465836,0.18199773080827858,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0004560,2022-12-17,19890,-0.5735236107887483,-0.6524891325741543,0.18199773080827858,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
TXN-0002583,2022-03-18,37759,-0.14768484586204136,0.3859420363730043,0.18199773080827858,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
TXN-0000213,2024-08-26,23876,0.31389590680735685,0.3859420363730043,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
TXN-0001543,2024-02-28,-1,2.3244991646190645,-1.690920301521313,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
TXN-0000165,2024-12-28,43278,-0.34366155546987587,1.424373205320163,0.18199773080827858,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TXN-0007643,2024-10-24,35771,-0.6340827136878749,-0.6524891325741543,0.18199773080827858,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-IMPUTADO-0002,2024-04-28,56531,0.3507355934354293,0.9051576208465836,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0007991,2024-06-12,21311,0.7954339326836694,0.3859420363730043,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
TXN-0000764,2024-12-18,19979,-0.50155755982848,1.424373205320163,0.18199773080827858,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TXN-0007432,2022-12-29,37951,-0.4880594465316867,-1.690920301521313,0.18199773080827858,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
TXN-0004802,,29338,-0.5585694992671318,-0.6524891325741543,0.18199773080827858,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0006999,2024-12-08,44022,-0.2453409594602943,0.3859420363730043,0.18199773080827858,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TXN-0001202,2022-04-24,31245,1.6120241854055537,-0.13327354810057504,0.18199773080827858,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
TXN-0004162,2022-06-05,39143,-0.47214444132702166,-0.13327354810057504,0.18199773080827858,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TXN-0006577,2022-06-17,18045,-0.5069613653206084,-0.6524891325741543,0.18199773080827858,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TXN-0004632,2024-01-06,17532,0.9456949038454386,-1.690920301521313,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TXN-0003282,2023-09-13,25657,-0.4982905213061143,-1.1717047170477337,0.18199773080827858,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
TXN-0004967,2024-08-16,23108,-0.60214195620999,1.424373205320163,0.18199773080827858,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0003189,2024-07-26,58815,-0.6789417909860017,-0.6524891325741543,0.18199773080827858,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
TXN-0007958,2023-09-16,21351,-0.30085129894001233,-0.6524891325741543,0.18199773080827858,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TXN-0000968,2024-07-14,40989,0.8479606158458529,-0.13327354810057504,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-IMPUTADO-0003,2024-03-20,29154,0.776587387429025,-1.690920301521313,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0003428,2024-12-13,55567,-0.5720838988975362,0.3859420363730043,0.18199773080827858,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
TXN-0005921,2024-03-08,54414,-0.11562682678215724,-1.690920301521313,0.18199773080827858,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
TXN-0000472,2023-09-02,37355,0.9507078373309031,0.3859420363730043,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
TXN-0007299,2023-01-13,17924,-0.36964151484613633,0.3859420363730043,0.18199773080827858,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0000164,2024-03-02,10913,2.45206350126055,-0.6524891325741543,0.18199773080827858,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
TXN-0002430,2024-04-02,18713,-0.562774630605491,-1.690920301521313,0.18199773080827858,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
TXN-0002914,2022-12-18,15348,0.5518978716650049,-0.6524891325741543,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
TXN-0001411,2022-04-18,11126,1.650609766996725,-1.1717047170477337,0.18199773080827858,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
TXN-0007258,2023-05-03,29199,1.9386042615066856,-0.6524891325741543,0.18199773080827858,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
TXN-0003737,2022-06-22,12818,-0.6328612386670502,-0.6524891325741543,0.18199773080827858,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0001292,2023-02-03,21801,-0.5277101543410171,0.9051576208465836,0.18199773080827858,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
TXN-0001062,2022-12-03,33095,-0.4890561701486797,-0.13327354810057504,0.18199773080827858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0007651,2022-07-30,25987,-0.4372949446662129,1.424373205320163,0.18199773080827858,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
TXN-0005932,2024-10-15,40374,-0.49133625685421906,-0.6524891325741543,0.18199773080827858,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
TXN-0006126,2023-04-22,53955,-0.40172233479307584,-1.1717047170477337,0.18199773080827858,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
TXN-0007716,2024-10-26,25670,1.1586875748100416,0.3859420363730043,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0005455,,22104,0.4910781874281022,-0.6524891325741543,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TXN-0002957,2024-01-11,58346,1.5805883042696096,0.9051576208465836,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
TXN-IMPUTADO-0004,2023-12-08,10654,1.9766784522224716,-0.6524891325741543,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TXN-0007009,2023-09-02,59590,-0.44421663645088605,-1.690920301521313,0.18199773080827858,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TXN-0000959,2022-04-21,13164,-0.13216071266404017,0.9051576208465836,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
TXN-0007346,2024-05-29,38801,-0.4353308128327268,-0.6524891325741543,0.18199773080827858,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
TXN-0004207,2022-06-07,55400,-0.5191174847278557,0.9051576208465836,0.18199773080827858,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0002634,2024-04-27,31136,-0.4783755925665886,-1.690920301521313,0.18199773080827858,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
TXN-0001728,,35170,-0.48092928967679277,-0.13327354810057504,0.18199773080827858,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0004357,2023-07-13,56215,-0.45075397076233975,1.424373205320163,0.18199773080827858,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
TXN-0002333,2022-06-23,23205,2.6071159117706744,-1.1717047170477337,0.18199773080827858,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
TXN-0001174,2024-11-26,48925,-0.6893031564293173,0.9051576208465836,0.18199773080827858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
TXN-0002822,2022-02-12,35671,-0.693091357627235,1.424373205320163,0.18199773080827858,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
TXN-0003154,2022-11-29,48759,1.0382468804900056,0.3859420363730043,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
TXN-0006307,2024-08-18,45558,-0.5389021227984934,1.424373205320163,0.18199773080827858,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
TXN-0002659,2023-11-13,41889,0.13659636458461233,1.9435887897937423,-6.610887270828489,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
TXN-0004664,2022-12-29,52710,-0.6061255934112396,1.424373205320163,0.18199773080827858,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
TXN-0006481,2024-08-22,12761,-0.664847597879046,0.3859420363730043,0.18199773080827858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
TXN-0005374,2022-09-01,19509,0.3879759238703323,-1.1717047170477337,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
TXN-0002851,2023-02-09,17926,-0.6594079624529734,0.9051576208465836,0.18199773080827858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0000851,2024-04-24,49288,-0.7452890568504764,1.424373205320163,0.18199773080827858,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
TXN-0003785,2022-05-24,19702,0.2383989787202248,0.3859420363730043,0.18199773080827858,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TXN-0007135,2023-07-29,15072,-0.5817840391962453,0.3859420363730043,0.18199773080827858,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
TXN-0007428,2024-01-21,52008,-0.66945988755768,-0.6524891325741543,0.18199773080827858,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0000522,2022-07-11,31444,-0.3347529309846612,-1.1717047170477337,0.18199773080827858,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0000331,2023-06-17,57908,0.4950911400298516,-0.13327354810057504,0.18199773080827858,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0007237,2024-10-19,42350,-0.5584164077311885,-0.13327354810057504,0.18199773080827858,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
TXN-0006959,2024-02-24,54462,1.1868629319570643,-0.13327354810057504,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0003770,2022-05-22,41936,1.191846550042029,0.9051576208465836,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
TXN-0005705,2024-09-06,25888,-0.29336610001239866,0.9051576208465836,0.18199773080827858,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
TXN-0002423,2023-12-10,14875,-0.5360813298170689,-1.690920301521313,0.18199773080827858,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0003064,2022-03-15,36667,-0.6606033793400206,-1.690920301521313,0.18199773080827858,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0003351,2022-09-25,25650,2.1672252982044,0.3859420363730043,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0000435,2023-03-08,25380,2.942047619747525,-0.13327354810057504,0.18199773080827858,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0007524,2022-10-27,31010,1.0366801351966277,1.424373205320163,0.18199773080827858,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
TXN-0001681,2024-02-20,20626,3.1842514586768096,-1.1717047170477337,0.18199773080827858,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
TXN-IMPUTADO-0005,2023-12-21,37542,-0.49066200264272386,-1.1717047170477337,0.18199773080827858,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
TXN-0003704,2024-11-13,46654,-0.5873018490236507,0.3859420363730043,0.18199773080827858,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-IMPUTADO-0006,2023-06-29,46714,-0.6294704240092409,0.3859420363730043,0.18199773080827858,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
TXN-IMPUTADO-0007,2024-03-28,47098,-0.4529526257998242,-0.13327354810057504,0.18199773080827858,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0003105,2023-08-24,38256,-0.7048468332276516,-0.6524891325741543,0.18199773080827858,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0002196,2023-09-01,14316,0.9657987540548518,-0.6524891325741543,0.18199773080827858,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
TXN-0005538,2022-07-20,58722,-0.5492830318421421,1.9435887897937423,0.18199773080827858,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TXN-0002011,2024-11-12,36547,-0.04771933015774921,-0.6524891325741543,0.18199773080827858,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TXN-0006584,2024-07-19,11013,1.2281618167278274,-0.13327354810057504,0.18199773080827858,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
TXN-0001905,2022-01-20,43853,-0.5850641067854998,0.9051576208465836,0.18199773080827858,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
TXN-0005400,2024-06-25,55000,-0.4941635643690879,-1.1717047170477337,0.18199773080827858,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
